Application Ref,Decision,Score,Risk Level,Approved Amount,Approved Term,Monthly Repayment,Total Repayable,Monthly Income,Monthly Expenses,Monthly Disposable,Post-Loan Disposable,Months Observed,Overdraft Days per Month,Income Stability Score,Risk Flags,Decline Reasons,Affordability Score,Income Quality Score,Account Conduct Score,Risk Indicators Score
Record_848822,REFER,75.8,Low,0,0,0,0,5890.91,4865.56,1025.34,908.68,13,19.54,78.6,Gambling: 1.5% of income; Active HCSTC (90d): 1 lenders; Overdraft: 254 days,,30,25.3,15.5,5
Record_848889,REFER,76.3,Low,0,0,0,0,7597.07,2908.47,4688.6,4571.94,2,7.5,50,Active HCSTC (90d): 1 lenders; Overdraft: 15 days,,30,17.8,19.5,9
Record_849023,REFER,78.3,Low,0,0,0,0,5363.42,1047.98,4315.43,4198.77,13,3.23,66.9,Active HCSTC (90d): 15 lenders; Overdraft: 42 days,,30,23.8,17.5,7
Record_849040,APPROVE,83.7,Low,350,5,140,700,3093.96,1237.07,1856.89,1716.89,13,2.15,91.3,Active HCSTC (90d): 1 lenders; Overdraft: 28 days,,30,27.2,19.5,7
Record_849185,APPROVE,72.8,Low,350,5,140,700,2005.28,398.46,1606.82,1466.82,13,10.77,61,Active HCSTC (90d): 1 lenders; Overdraft: 140 days,,30,20.3,15.5,7
Record_849251,REFER,64.3,Low,0,0,0,0,1968.58,883.69,1084.89,968.22,13,18.38,33.9,Active HCSTC (90d): 3 lenders; Overdraft: 239 days,,30,11.8,15.5,7
Record_849319,REFER,76.3,Low,0,0,0,0,4871.37,1980.59,2890.78,2774.11,13,18.69,77,Active HCSTC (90d): 7 lenders; Overdraft: 243 days,,30,27.8,15.5,3
Record_849443,REFER,71.9,Low,0,0,0,0,3989.19,2158.16,1831.03,1714.36,13,18.54,85.2,Active HCSTC (90d): 3 lenders; Failed payments (45d): 2; Overdraft: 241 days,,30,33.4,5.5,3
Record_849638,APPROVE,80.7,Low,350,6,116.67,700,3700.51,1556.47,2144.04,2027.37,12,16,87.2,Active HCSTC (90d): 2 lenders; Overdraft: 192 days,,30,30.2,15.5,5
Record_849781,REFER,77,Low,0,0,0,0,4222.39,1085.72,3136.67,3020.01,1,1,50,Active HCSTC (90d): 2 lenders,,30,18.5,19.5,9
Record_849923,REFER,65.8,Low,0,0,0,0,1390.39,517.92,872.47,755.81,12,4.75,37.3,Active HCSTC (90d): 2 lenders; Overdraft: 57 days,,30,9.3,17.5,9
Record_849943,REFER,81.8,Low,0,0,0,0,4151.61,1196.56,2955.05,2838.39,4,0.25,62.3,Active HCSTC (90d): 1 lenders,,30,21.3,19.5,11
Record_850093,REFER,61.8,Low,0,0,0,0,2662.17,4738.53,-2076.36,-2193.03,13,20.31,86.1,Active HCSTC (90d): 3 lenders; Failed payments (45d): 2; Overdraft: 264 days,,12,31.8,5.5,12.5
Record_850105,APPROVE,88.2,Low,350,5,140,700,3015.43,1632.87,1382.56,1242.56,3,3.67,91.2,Active HCSTC (90d): 1 lenders; Overdraft: 11 days,,30,29.7,19.5,9
Record_850299,REFER,48.3,High,0,0,0,0,3985.16,4197.22,-212.07,-328.73,13,8.85,69.3,Active HCSTC (90d): 20 lenders; Overdraft: 115 days; High DTI: 69.3%,,2,23.8,15.5,7
Record_850321,REFER,80.3,Low,0,0,0,0,11758.24,2768.52,8989.72,8873.05,13,4.69,73,Active HCSTC (90d): 5 lenders; Overdraft: 61 days,,30,27.8,15.5,7
Record_850514,APPROVE,92.3,Low,350,6,116.67,700,3640.82,244.52,3396.3,3279.63,13,1.15,83.7,Active HCSTC (90d): 2 lenders; Overdraft: 15 days,,30,31.8,19.5,11
Record_850672,REFER,57.8,High,0,0,0,0,2842.01,2956.57,-114.56,-231.23,13,24.46,95.5,Active HCSTC (90d): 11 lenders; Overdraft: 318 days,,10,29.3,13.5,5
Record_850826,REFER,64.3,Low,0,0,0,0,2398.16,2577.95,-179.78,-296.45,13,19.31,88.6,Active HCSTC (90d): 5 lenders; Overdraft: 251 days,,10,31.8,15.5,7
Record_850904,APPROVE,73.2,Low,350,6,116.67,700,6884.12,1678.76,5205.35,5088.68,13,8.08,91,Active HCSTC (90d): 3 lenders; Failed payments (45d): 1; Overdraft: 105 days,,30,30.2,5.5,7.5
Record_851040,APPROVE,87.4,Low,350,5,140,700,1839.56,1436.89,402.67,262.67,13,15.54,97.5,Active HCSTC (90d): 1 lenders; Overdraft: 202 days,,30,32.9,15.5,9
Record_851057,DECLINE,0,Very High,0,0,0,0,283.23,263.98,19.25,-97.42,8,4.38,20.9,,Behavioural gate: extremely low income stability score (20.9 < 25),,,,
Record_851520,REFER,84.3,Low,0,0,0,0,4791.89,4017.64,774.25,657.59,13,1.85,89.9,Active HCSTC (90d): 5 lenders; Overdraft: 24 days,,30,31.8,19.5,3
Record_851652,REFER,59.8,High,0,0,0,0,11039.98,2264.4,8775.58,8658.91,13,21.38,63.4,Active HCSTC (90d): 3 lenders; Failed payments (45d): 10; Overdraft: 278 days,,30,21.3,5.5,3
Record_851869,REFER,65.9,Low,0,0,0,0,3609.61,3183.04,426.57,309.9,12,0.58,42.9,Active HCSTC (90d): 5 lenders,,30,13.4,19.5,3
Record_851936,APPROVE,78.8,Low,350,5,140,700,1500.12,1026.38,473.74,333.74,2,2.5,65.6,,,30,19.3,19.5,10
Record_851950,REFER,77.9,Low,0,0,0,0,6298.59,3770.94,2527.65,2410.99,2,0,50,Active HCSTC (90d): 3 lenders,,30,18.9,21.5,7.5
Record_851973,REFER,72.638,Low,0,0,0,0,1900.4,1768.05,132.36,15.69,13,17.92,75.6,Active HCSTC (90d): 2 lenders; Overdraft: 233 days,,19.137999999999998,31,15.5,7
Record_852295,REFER,84.3,Low,0,0,0,0,2297.04,1672.96,624.08,507.42,12,5.33,84,Active HCSTC (90d): 4 lenders; Overdraft: 64 days,,30,31.8,15.5,7
Record_852331,APPROVE,66.3,Low,350,6,116.67,700,13171.49,3512.7,9658.78,9542.11,13,13,58.1,Active HCSTC (90d): 3 lenders; Overdraft: 169 days,,30,15.3,15.5,5.5
Record_852572,REFER,73.8,Low,0,0,0,0,6986.48,1021.35,5965.13,5848.47,13,21.77,73.3,Active HCSTC (90d): 2 lenders; Failed payments (45d): 2; Overdraft: 283 days,,30,27.3,5.5,11
Record_852579,DECLINE,0,Very High,0,0,0,0,9003.48,4435.87,4567.61,4450.94,3,0,12.2,,Behavioural gate: extremely low income stability score (12.2 < 25),,,,
Record_852790,REFER,54.2,High,0,0,0,0,5934.21,4085.42,1848.79,1732.12,13,16.23,59.9,Failed payments (45d): 1; Overdraft: 211 days,,30,13.7,5.5,5
Record_852835,REFER,68.3,Low,0,0,0,0,22939.23,12514.91,10424.33,10307.66,13,0.92,27.9,Active HCSTC (90d): 1 lenders; Overdraft: 12 days,,30,11.8,19.5,7
Record_853131,REFER,53.8,High,0,0,0,0,3323.9,3546.58,-222.68,-339.35,13,3.31,71.1,Active HCSTC (90d): 18 lenders; Overdraft: 43 days; High DTI: 41.0%,,8,25.3,17.5,3
Record_853271,APPROVE,82.8,Low,350,6,116.67,700,3054.64,1798.66,1255.97,1139.3,13,19.31,91.5,Active HCSTC (90d): 2 lenders; Overdraft: 251 days,,30,31.8,15.5,5.5
Record_853277,REFER,67.8,Low,0,0,0,0,6591.45,1831.1,4760.34,4643.68,13,15.54,50.7,Active HCSTC (90d): 7 lenders; Overdraft: 202 days,,30,15.3,15.5,7
Record_853344,REFER,70.4,Low,0,0,0,0,2976.1,2885.53,90.57,-26.09,13,0.85,96.3,Overdraft: 11 days; High DTI: 45.8%,,10,33.4,19.5,7.5
Record_853544,REFER,79.2,Low,0,0,0,0,3261.45,2109.47,1151.98,1035.31,13,13.92,77.3,Active HCSTC (90d): 2 lenders; Overdraft: 181 days,,28,26.2,15.5,9.5
Record_853767,REFER,82.3,Low,0,0,0,0,3564.3,2287.57,1276.73,1160.07,13,21.92,92.2,Active HCSTC (90d): 9 lenders; Overdraft: 285 days,,30,31.8,13.5,7
Record_853829,REFER,84.3,Low,0,0,0,0,4425.29,2882.56,1542.73,1426.06,13,13.46,94.1,Gambling: 0.1% of income; Active HCSTC (90d): 2 lenders; Overdraft: 175 days,,30,31.8,15.5,7
Record_853966,APPROVE,78.7,Low,350,6,116.67,700,4064.71,3419.67,645.04,528.37,13,0.54,64.3,Active HCSTC (90d): 1 lenders,,30,22.2,19.5,7
Record_854007,REFER,54.8,High,0,0,0,0,3121.31,3072.74,48.56,-68.1,11,0.09,58.7,Active HCSTC (90d): 3 lenders,,12,17.8,19.5,5.5
Record_854068,REFER,55.3,High,0,0,0,0,2115.05,2110.14,4.92,-111.75,13,1.46,38,Overdraft: 19 days,,12,11.8,19.5,12
Record_854104,REFER,79.9,Low,0,0,0,0,5080.25,2596.54,2483.72,2367.05,12,11.67,81.6,Gambling: 0.7% of income; Active HCSTC (90d): 2 lenders; Overdraft: 140 days,,30,33.4,13.5,3
Record_854248,REFER,68.3,Low,0,0,0,0,8766.52,3154.1,5612.42,5495.76,2,15.5,50,Active HCSTC (90d): 4 lenders; Failed payments (45d): 1; Overdraft: 31 days,,30,17.8,15.5,5
Record_854312,REFER,76.3,Low,0,0,0,0,2967.3,2733.23,234.07,117.4,13,5.54,74.2,Overdraft: 72 days; High DTI: 55.8%,,21,27.8,15.5,12
Record_854662,REFER,82.3,Low,0,0,0,0,5980.46,3604.03,2376.43,2259.76,13,18.77,97.2,Active HCSTC (90d): 6 lenders; Overdraft: 244 days,,30,31.8,15.5,5
Record_854725,REFER,67.2,Low,0,0,0,0,806.03,796.8,9.23,-107.44,12,0,79.8,,,12,21.7,21.5,12
Record_854772,REFER,65.7,Low,0,0,0,0,6470.15,4068.74,2401.41,2284.74,13,10.54,66,Failed payments (45d): 2; Overdraft: 137 days,,30,22.2,5.5,8
Record_854801,REFER,90.8,Low,0,0,0,0,5261.18,3612.41,1648.77,1532.1,13,0.69,92.7,Active HCSTC (90d): 2 lenders,,30,31.8,19.5,9.5
Record_854982,REFER,72.2,Low,0,0,0,0,7867.39,6097.14,1770.25,1653.59,13,9.54,82.8,Active HCSTC (90d): 7 lenders; Overdraft: 124 days; High DTI: 46.0%,,26,27.7,15.5,3
Record_855011,REFER,80.3,Low,0,0,0,0,9158.5,5874.73,3283.77,3167.11,13,5,84.8,Active HCSTC (90d): 10 lenders; Overdraft: 65 days,,28,31.8,15.5,5
Record_855286,REFER,84.3,Low,0,0,0,0,8343.99,7787.99,556,439.33,13,0,75.1,Active HCSTC (90d): 2 lenders,,28,27.8,21.5,7
Record_855610,REFER,57.8,High,0,0,0,0,2975.53,3233.12,-257.59,-374.26,13,15.85,80.2,Gambling: 0.6% of income; Active HCSTC (90d): 4 lenders; Overdraft: 206 days,,10,29.3,15.5,3
Record_855678,APPROVE,87.3,Low,350,5,140,700,3788.79,26.67,3762.13,3622.13,13,11.77,89.5,Overdraft: 153 days,,30,29.8,15.5,12
Record_855816,REFER,87.9,Low,0,0,0,0,2191.78,1214.38,977.4,860.73,13,0.69,88.2,Active HCSTC (90d): 5 lenders,,30,33.4,19.5,5
Record_855900,REFER,84.3,Low,0,0,0,0,4425.79,3247.83,1177.95,1061.29,13,0.08,90.8,Active HCSTC (90d): 4 lenders,,30,31.8,19.5,3
Record_856043,REFER,66.3,Low,0,0,0,0,4573.62,2289.12,2284.51,2167.84,13,12,67.1,Active HCSTC (90d): 5 lenders; Failed payments (45d): 2; Overdraft: 156 days,,30,23.8,5.5,7
Record_856058,REFER,72.3,Low,0,0,0,0,3385.55,583.57,2801.98,2685.32,1,8,50,Active HCSTC (90d): 3 lenders,,30,15.3,19.5,7.5
Record_856060,REFER,72.7,Low,0,0,0,0,4047.98,3425.9,622.09,505.42,13,14.15,77.2,Active HCSTC (90d): 4 lenders; Overdraft: 184 days,,28,26.2,15.5,3
Record_856103,APPROVE,75.3,Low,350,5,140,700,6565.04,3061.29,3503.75,3363.75,2,9,50,Overdraft: 18 days,,30,15.8,19.5,10
Record_856353,REFER,79.2,Low,0,0,0,0,1823.89,1304.32,519.56,402.9,13,6.15,75.1,Overdraft: 80 days,,28,23.7,15.5,12
Record_856475,REFER,66.3,Low,0,0,0,0,5931.87,5982.82,-50.96,-167.62,13,0,96.2,Active HCSTC (90d): 5 lenders; High DTI: 48.6%,,8,31.8,21.5,5
Record_856597,REFER,72.8,Low,0,0,0,0,2435.63,1940.64,494.99,378.33,2,1.5,50,Active HCSTC (90d): 3 lenders,,28,17.8,19.5,7.5
Record_856730,REFER,87.3,Low,0,0,0,0,7269.64,1746.13,5523.51,5406.85,13,7.38,88.6,Overdraft: 96 days,,30,31.8,15.5,10
Record_856940,DECLINE,0,Very High,0,0,0,0,6551.69,1050.93,5500.77,5384.1,12,16.67,3.5,,Behavioural gate: extremely low income stability score (3.5 < 25),,,,
Record_857045,APPROVE,79.5,Low,350,6,116.67,700,3142.61,2635.78,506.83,390.16,2,10,50,Active HCSTC (90d): 1 lenders; Overdraft: 20 days,,30,21,19.5,9
Record_857654,REFER,80.7,Low,0,0,0,0,3427.32,1012.63,2414.7,2298.03,13,4.46,76.4,Active HCSTC (90d): 6 lenders; Overdraft: 58 days,,30,26.2,17.5,7
Record_857798,REFER,71.8,Low,0,0,0,0,4633.79,2350.1,2283.68,2167.02,13,0.08,67.7,Active HCSTC (90d): 2 lenders,,28,21.3,19.5,3
Record_858078,REFER,66.2,Low,0,0,0,0,2332.9,545.9,1787,1670.33,11,2.18,46.3,Active HCSTC (90d): 4 lenders; Overdraft: 24 days,,30,9.7,19.5,7
Record_858143,REFER,53.2,High,0,0,0,0,2098.2,2149.41,-51.22,-167.88,13,1.46,63.4,Overdraft: 19 days; High DTI: 62.6%,,2,22.2,19.5,9.5
Record_858321,REFER,82.3,Low,0,0,0,0,4683.36,3541.47,1141.89,1025.22,13,23.15,83.9,Active HCSTC (90d): 3 lenders; Overdraft: 301 days,,30,31.8,13.5,7
Record_858349,DECLINE,0,Very High,0,0,0,0,3087.66,2572.45,515.21,398.54,13,18.69,0,,Behavioural gate: extremely low income stability score (0.0 < 25),,,,
Record_858476,REFER,61.8,Low,0,0,0,0,3449.38,3858.19,-408.81,-525.48,13,1.46,86.8,Gambling: 0.1% of income; Active HCSTC (90d): 3 lenders; Overdraft: 19 days; High DTI: 59.3%,,5,31.8,19.5,5.5
Record_858673,REFER,76.3,Low,0,0,0,0,9342.67,2950.96,6391.7,6275.04,13,19.38,78.7,Active HCSTC (90d): 5 lenders; Overdraft: 252 days,,30,27.8,15.5,3
Record_858740,REFER,70.3,Low,0,0,0,0,4611.37,2194.69,2416.68,2300.01,13,10.23,87.7,Active HCSTC (90d): 7 lenders; Failed payments (45d): 1; Overdraft: 133 days,,30,31.8,5.5,3
Record_858824,APPROVE,78.3,Low,350,5,140,700,1910.99,102.93,1808.06,1668.06,13,19.46,78.9,Overdraft: 253 days,,30,25.8,15.5,7
Record_858832,APPROVE,77.8,Low,350,6,116.67,700,2524.51,1158.59,1365.92,1249.25,2,0,50,Active HCSTC (90d): 1 lenders,,30,14.3,21.5,12
Record_859011,APPROVE,73.3,Low,350,5,140,700,2021.81,1769.66,252.15,112.15,2,2.5,50,Active HCSTC (90d): 2 lenders,,28,16.8,19.5,9
Record_859093,REFER,70.5,Low,0,0,0,0,309.48,217.75,91.73,-24.94,13,0.54,94.3,High DTI: 51.4%,,7,32,19.5,12
Record_859210,REFER,60.3,Low,0,0,0,0,28080.8,10456.32,17624.48,17507.81,13,17.08,26.6,Active HCSTC (90d): 6 lenders; Overdraft: 222 days,,30,11.8,15.5,3
Record_859229,REFER,74.3,Low,0,0,0,0,2425.08,1112.64,1312.43,1195.77,13,10.31,69,Active HCSTC (90d): 15 lenders; Overdraft: 134 days,,30,23.8,15.5,5
Record_859240,REFER,75.9,Low,0,0,0,0,6677.35,1207.75,5469.6,5352.94,2,0,50,Active HCSTC (90d): 4 lenders,,30,19.4,21.5,5
Record_859445,REFER,81.8,Low,0,0,0,0,4375.37,3385.21,990.16,873.49,13,0.77,74.9,Active HCSTC (90d): 1 lenders,,30,25.3,19.5,7
Record_859461,REFER,73.4,Low,0,0,0,0,4860.17,1839.03,3021.14,2904.48,2,14.5,50,Active HCSTC (90d): 4 lenders; Overdraft: 29 days,,30,18.9,19.5,5
Record_859565,REFER,52.3,High,0,0,0,0,6112.33,7119.77,-1007.44,-1124.11,13,19.08,86.1,Active HCSTC (90d): 2 lenders; Failed payments (45d): 1; Overdraft: 248 days,,12,31.8,5.5,3
Record_859571,DECLINE,39.2,Very High,0,0,0,0,7448.76,7505.27,-56.5,-173.17,13,1.54,35.1,Active HCSTC (90d): 6 lenders; Overdraft: 20 days; High DTI: 59.0%,,5,7.7,19.5,7
Record_859586,REFER,76.3,Low,0,0,0,0,6365.23,3280.6,3084.62,2967.96,13,13.08,64.5,Active HCSTC (90d): 5 lenders; Overdraft: 170 days,,30,23.8,15.5,7
Record_859619,APPROVE,89.7,Low,350,6,116.67,700,9751.14,3735.78,6015.36,5898.69,13,4,93.5,Overdraft: 52 days,,30,30.2,17.5,12
Record_859650,APPROVE,78.3,Low,350,6,116.67,700,3764.37,2127.51,1636.86,1520.19,13,8,92.2,Active HCSTC (90d): 1 lenders; Failed payments (45d): 1; Overdraft: 104 days,,30,31.8,5.5,11
Record_859753,REFER,60.3,Low,0,0,0,0,2648.28,2200.08,448.19,331.53,12,20.83,83.4,Active HCSTC (90d): 8 lenders; Failed payments (45d): 1; Overdraft: 250 days; High DTI: 69.1%,,20,31.8,5.5,3
Record_859957,APPROVE,74.7,Low,350,6,116.67,700,5009.38,2959.07,2050.31,1933.64,13,2.08,85.4,Active HCSTC (90d): 2 lenders; Failed payments (45d): 1; Overdraft: 27 days,,30,27.7,9.5,7.5
Record_860156,APPROVE,75.5,Low,350,5,140,700,8253.48,2049.7,6203.78,6063.78,1,0,50,,,30,14,21.5,10
Record_860212,REFER,63.623999999999995,Low,0,0,0,0,2563.13,2419.85,143.29,26.62,13,10.92,89.3,Active HCSTC (90d): 8 lenders; Failed payments (45d): 2; Overdraft: 142 days,,19.323999999999998,31.8,5.5,7
Record_860344,REFER,82.3,Low,0,0,0,0,8202.83,4818.56,3384.27,3267.6,13,15.85,99.5,Active HCSTC (90d): 9 lenders; Overdraft: 206 days,,30,31.8,15.5,5
Record_860406,REFER,67.8,Low,0,0,0,0,4763.22,4747.32,15.9,-100.77,13,0.54,75.1,Active HCSTC (90d): 2 lenders,,12,27.8,19.5,8.5
Record_860451,REFER,84.3,Low,0,0,0,0,6943.43,4833.08,2110.35,1993.69,13,0,91.2,Active HCSTC (90d): 19 lenders,,30,31.8,19.5,3
Record_860469,REFER,70.3,Low,0,0,0,0,3745.77,3205,540.77,424.11,13,2.08,63.8,Gambling: 15.1% of income; Active HCSTC (90d): 3 lenders; Overdraft: 27 days,,30,23.8,19.5,-3
Record_860665,APPROVE,78.8,Low,350,6,116.67,700,4054.4,1417.89,2636.51,2519.84,13,17.69,73.6,Active HCSTC (90d): 3 lenders; Overdraft: 230 days,,30,27.8,15.5,5.5
Record_860727,APPROVE,78.3,Low,350,6,116.67,700,3757.36,1760.41,1996.96,1880.29,13,0.15,77.6,Gambling: 1.3% of income; Active HCSTC (90d): 3 lenders,,30,27.8,19.5,1
Record_860797,REFER,75.9,Low,0,0,0,0,8011.66,3850.94,4160.72,4044.05,2,0,50,Active HCSTC (90d): 4 lenders,,30,19.4,21.5,5
Record_860979,REFER,80.3,Low,0,0,0,0,7002.27,2786.92,4215.34,4098.68,13,8.85,85.8,Active HCSTC (90d): 21 lenders; Overdraft: 115 days,,30,31.8,15.5,3
Record_861254,REFER,80.3,Low,0,0,0,0,3136.47,2621.55,514.92,398.26,13,16.46,91.1,Active HCSTC (90d): 6 lenders; Overdraft: 214 days,,28,31.8,15.5,5
Record_861323,REFER,57.7,High,0,0,0,0,5124.33,4521.09,603.23,486.57,8,4.12,35.9,Active HCSTC (90d): 10 lenders; Overdraft: 33 days; High DTI: 56.6%,,23,10.2,17.5,7
Record_861639,REFER,74.9,Low,0,0,0,0,1659.01,998.3,660.71,544.05,2,6,50,Active HCSTC (90d): 2 lenders; Overdraft: 12 days,,30,16.4,19.5,9
Record_861692,APPROVE,62.7,Low,350,5,140,700,7413.05,933.7,6479.35,6339.35,13,12.92,75.7,Gambling: 0.3% of income; Overdraft: 168 days,,30,26.2,5.5,1
Record_861708,APPROVE,89.3,Low,350,6,116.67,700,2663.15,2258.94,404.21,287.54,8,0.75,82.3,,,28,31.8,19.5,10
Record_861932,APPROVE,80.3,Low,350,6,116.67,700,2487.05,1077.21,1409.83,1293.16,12,11.67,77.2,Active HCSTC (90d): 3 lenders; Overdraft: 140 days,,30,27.8,15.5,7
Record_862071,REFER,82.7,Low,0,0,0,0,6936.41,3551.32,3385.09,3268.43,13,8.46,89.8,Active HCSTC (90d): 3 lenders; Overdraft: 110 days,,30,30.2,15.5,7
Record_862128,REFER,84.7,Low,0,0,0,0,2269.7,1323.66,946.04,829.38,13,17.77,86.9,Active HCSTC (90d): 2 lenders; Overdraft: 231 days,,30,30.2,15.5,9
Record_862194,REFER,66.3,Low,0,0,0,0,3416.74,5266.32,-1849.59,-1966.25,13,4.23,94.8,Active HCSTC (90d): 2 lenders; Overdraft: 55 days,,12,31.8,17.5,5
Record_862247,APPROVE,87.3,Low,350,5,140,700,1947.22,0,1947.22,1807.22,13,1.69,77.3,Overdraft: 22 days,,30,25.8,19.5,12
Record_862707,REFER,72.3,Low,0,0,0,0,3400.11,3333.71,66.4,-50.27,13,0.23,84.9,Active HCSTC (90d): 4 lenders,,14,31.8,19.5,7
Record_862995,REFER,88.3,Low,0,0,0,0,15748.85,9517.89,6230.95,6114.29,13,1,85.1,Active HCSTC (90d): 5 lenders; Overdraft: 13 days,,30,31.8,19.5,7
Record_863120,APPROVE,70.7,Low,350,5,140,700,6772.69,2771.51,4001.18,3861.18,13,1.54,38.2,Active HCSTC (90d): 1 lenders; Overdraft: 20 days,,30,10.2,19.5,11
Record_863245,REFER,88.3,Low,0,0,0,0,3907.45,3126.84,780.61,663.94,13,1.23,86.6,Active HCSTC (90d): 11 lenders; Overdraft: 16 days,,30,31.8,19.5,7
Record_863525,REFER,93.3,Low,0,0,0,0,6016.74,4620.98,1395.75,1279.09,13,0.77,90.2,,,30,31.8,19.5,12
Record_863904,APPROVE,87.3,Low,350,5,140,700,3526.27,2963.67,562.59,422.59,10,2.7,80.6,Overdraft: 27 days,,30,29.8,19.5,8
Record_864083,APPROVE,71.8,Low,350,5,140,700,3959.11,898.31,3060.8,2920.8,13,11.85,91.1,Active HCSTC (90d): 1 lenders; Failed payments (45d): 1; Overdraft: 154 days,,30,28.8,5.5,7.5
Record_864098,APPROVE,77.8,Low,350,6,116.67,700,2099.07,1457.5,641.57,524.9,13,10.31,93.9,Gambling: 0.4% of income; Active HCSTC (90d): 3 lenders; Overdraft: 134 days,,30,29.3,15.5,3
Record_864158,REFER,62.3,Low,0,0,0,0,2557.67,2931.22,-373.54,-490.21,13,13.23,90.1,Active HCSTC (90d): 9 lenders; Overdraft: 172 days,,10,31.8,15.5,5
Record_864242,APPROVE,76.3,Low,350,6,116.67,700,2671.46,2219.9,451.57,334.9,13,11.31,66.8,Active HCSTC (90d): 3 lenders; Overdraft: 147 days,,30,23.8,15.5,7
Record_864304,DECLINE,0,Very High,0,0,0,0,2729.38,3709.42,-980.04,-1096.7,13,19.92,8.1,,Behavioural gate: extremely low income stability score (8.1 < 25),,,,
Record_864483,REFER,83.3,Low,0,0,0,0,5835.56,3217.05,2618.51,2501.84,13,15.54,77.2,Overdraft: 202 days,,30,27.8,15.5,10
Record_864492,REFER,78.5,Low,0,0,0,0,1456.42,684.27,772.15,655.48,2,7.5,50,Overdraft: 15 days,,30,19,19.5,10
Record_864652,DECLINE,0,Very High,0,0,0,0,19388.49,14237.12,5151.37,5034.7,13,4.54,13.8,,Behavioural gate: extremely low income stability score (13.8 < 25),,,,
Record_864683,REFER,68.3,Low,0,0,0,0,6471.49,3293.14,3178.35,3061.68,13,19.54,55.3,Active HCSTC (90d): 5 lenders; Overdraft: 254 days,,30,17.8,15.5,5
Record_864756,REFER,61.8,Low,0,0,0,0,24130.04,15624.11,8505.93,8389.26,12,13.25,40.7,Active HCSTC (90d): 3 lenders; Overdraft: 159 days,,30,9.3,15.5,7
Record_864836,REFER,42.3,High,0,0,0,0,2008.11,2013.34,-5.23,-121.9,13,15.31,82.2,Active HCSTC (90d): 7 lenders; Failed payments (45d): 1; Overdraft: 199 days; High DTI: 72.8%,,0,31.8,5.5,5
Record_864889,APPROVE,87.7,Low,350,6,116.67,700,3510.17,1828.75,1681.42,1564.75,13,1.23,97.7,Gambling: 0.1% of income; Overdraft: 16 days,,30,30.2,19.5,8
Record_864925,APPROVE,79.8,Low,350,6,116.67,700,4150.71,1200.67,2950.04,2833.37,13,2.69,86.5,Active HCSTC (90d): 3 lenders; Overdraft: 35 days,,30,29.3,17.5,3
Record_864926,DECLINE,0,Very High,0,0,0,0,230.55,35.34,195.21,78.54,12,1.17,0,,Behavioural gate: extremely low income stability score (0.0 < 25),,,,
Record_865020,REFER,80.3,Low,0,0,0,0,3369.94,2013.18,1356.76,1240.09,13,1.23,69.3,Active HCSTC (90d): 5 lenders; Overdraft: 16 days,,30,23.8,19.5,7
Record_865195,REFER,85.8,Low,0,0,0,0,7249.56,3933.4,3316.16,3199.5,13,16.62,83,Active HCSTC (90d): 4 lenders; Overdraft: 216 days,,30,31.8,15.5,8.5
Record_865199,REFER,55.8,High,0,0,0,0,5907.09,5933.45,-26.36,-143.03,13,4.77,66.2,Active HCSTC (90d): 6 lenders; Overdraft: 62 days,,12,21.3,15.5,7
Record_865235,APPROVE,89.4,Low,350,5,140,700,2174.68,1874.47,300.21,160.21,13,0.46,94.5,,,30,29.9,19.5,10
Record_865484,APPROVE,72.7,Low,350,6,116.67,700,10321.37,1845.62,8475.75,8359.08,13,4.54,54.4,Active HCSTC (90d): 2 lenders; Overdraft: 59 days,,30,16.2,17.5,9
Record_865582,REFER,75.3,Low,0,0,0,0,1941.47,1851.16,90.31,-26.36,13,0.31,97.3,,,14,31.8,19.5,10
Record_865634,REFER,79.3,Low,0,0,0,0,9619.82,8236.42,1383.4,1266.74,13,0.92,57.9,Overdraft: 12 days,,30,17.8,19.5,12
Record_865746,REFER,70.3,Low,0,0,0,0,14594.13,8409.16,6184.97,6068.31,13,2.62,56,Active HCSTC (90d): 7 lenders; Overdraft: 34 days,,30,17.8,17.5,5
Record_865770,REFER,58.3,High,0,0,0,0,3082.63,3274.33,-191.69,-308.36,13,0.15,88.3,Active HCSTC (90d): 6 lenders; High DTI: 99.8%,,0,31.8,19.5,7
Record_865859,REFER,46.2,High,0,0,0,0,2673.44,5466.46,-2793.02,-2909.68,13,0.15,67.8,High DTI: 80.3%,,0,19.7,19.5,7
Record_865969,REFER,61.3,Low,0,0,0,0,4017.11,4991.58,-974.47,-1091.13,13,0,86.8,Active HCSTC (90d): 13 lenders; High DTI: 53.2%,,5,31.8,21.5,3
Record_866071,REFER,86.3,Low,0,0,0,0,6190.2,4897.29,1292.92,1176.25,13,3,85.1,Active HCSTC (90d): 6 lenders; Overdraft: 39 days,,30,31.8,17.5,7
Record_866109,APPROVE,76.4,Low,350,6,116.67,700,2689.31,538.39,2150.92,2034.25,2,4,50,,,30,16.9,19.5,10
Record_866126,APPROVE,74.3,Low,350,5,140,700,2800.7,786.27,2014.43,1874.43,2,2,50,Active HCSTC (90d): 2 lenders,,30,15.8,19.5,9
Record_866212,APPROVE,80,Low,350,5,140,700,3775.35,1267.8,2507.55,2367.55,2,8,50,Overdraft: 16 days,,30,20.5,19.5,10
